ISBN|DNBID|DNBURI|OCLC|GND|DDC|TOC|AUTHORID|SACHGRUPPEN
9783899718010|['1008206997']|['http://d-nb.info/1008206997']|['(OColc)702646344']|[]|[]|[]|['100333567']|['490 Andere Sprachen ; 890 Literatur in anderen Sprachen']

9783899714081|['986036986']|['http://d-nb.info/986036986']|['(OColc)723951683']|['4049428-7', '4047667-4']|['616.89', '200.19']|['986036986/04']|['100901352']|['610 Medizin, Gesundheit ; 200 Religion, Religionsphilosophie ; 150 Psychologie']

9783899714517|['986852724']|['http://d-nb.info/986852724']|['(OColc)227007772']|['4039677-0', '4142874-2', '4120730-0']|['304.8430082']|['986852724/04']|['133811352']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899714531|['987213997']|['http://d-nb.info/987213997']|['(OColc)254721965']|['4131753-1', '4018428-6', '4033569-0', '4184808-1', '4120503-0']|['418.007114']|['987213997/04']|[]|['400 Sprache, Linguistik ; 370 Erziehung, Schul- und Bildungswesen']

9783899713497|['981897150']|['http://d-nb.info/981897150']|['(OColc)180970169']|['4010074-1', '4065352-3', '4075159-4', '4021391-2', '4172831-2', '4128976-6', '4032374-2', '4010141-1']|['270.2']|['981897150/04']|['120645734']|['230 Theologie, Christentum']

9783899718522|['1011121794']|['http://d-nb.info/1011121794']|['(OColc)725120361']|['4392206-5', '4032416-3', '4003157-3', '4044903-8', '4077747-9', '4121138-8', '4114283-4']|['610.696014']|['1011121794/04']|['13856132X']|['610 Medizin, Gesundheit']

9783862348398|['1052119239']|['http://d-nb.info/1052119239']|['(OColc)882502758']|['4015701-5', '4049396-9', '4125698-0', '4015701-5', '4114087-4', '4010074-1', '4027743-4', '4192352-2', '4121582-5']|['201.7094']|[]|[]|['200 Religion, Religionsphilosophie ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899719161|['1015399983']|['http://d-nb.info/1015399983']|['(OColc)772615048']|['4015701-5', '133403025']|['940.28']|['1015399983/04']|['133403025']|['940 Geschichte Europas']

9783899711844|['971905568']|['http://d-nb.info/971905568']|['(OColc)494220596']|['4078704-7', '4121830-9', '4129060-4', '4130238-2', '4115712-6', '4011882-4']|[]|['971905568/04']|['129393169']|['340 Recht']

9783899715095|['990049167']|['http://d-nb.info/990049167']|['(OColc)276777113']|['4163807-4', '4163807-4']|['618.928900922']|['990049167/04']|[]|['610 Medizin, Gesundheit ; 150 Psychologie']

9783899711820|['971676828']|['http://d-nb.info/971676828']|['(OColc)722822824']|['4011882-4', '4153496-7', '4140005-7', '4131753-1']|[]|[]|['129552313']|['340 Recht']

9783899718508|['1011004267']|['http://d-nb.info/1011004267']|['(OColc)750893225']|['4131753-1', '4769102-5', '4170174-4', '4183471-9', '4115712-6']|['345.24']|['1011004267/04']|[]|['340 Recht']

9783899719246|['1017171521']|['http://d-nb.info/1017171521']|['(OColc)819490218']|['118563491']|['833.914']|['1017171521/04']|[]|['830 Deutsche Literatur']

9783899718485|['1011004224']|['http://d-nb.info/1011004224']|['(OColc)723512927']|['4011882-4', '4033423-5', '4073889-9', '4166027-4', '4074580-6', '4026596-1', '4115712-6']|['346.43048']|['1011004224/04']|['1013055144']|['340 Recht ; 700 Künste, Bildende Kunst allgemein']

9783899718843|['1012310930']|['http://d-nb.info/1012310930']|[]|['4015701-5', '4025453-7', '4032081-9']|['940.12']|['1012310930/04']|[]|['940 Geschichte Europas']

9783862341047|['1052115594']|['http://d-nb.info/1052115594']|['(OColc)882502352']|['4166043-2', '7633342-5', '4047689-3']|['701.15']|[]|['13689643X']|['700 Künste, Bildende Kunst allgemein ; 150 Psychologie']

9783899714463|['99049182X']|['http://d-nb.info/99049182X']|['(OColc)263417890']|['4015701-5', '4023222-0', '113269501']|['380.0940902']|['99049182X/04']|[]|['380 Handel, Kommunikation, Verkehr']

9783899712629|['976888955']|['http://d-nb.info/976888955']|['(OColc)181493255']|['4051181-9', '4075217-3', '4057952-9', '4115464-2']|[]|['976888955/04']|['140423478']|['320 Politik']

9783862348992|['105211377X']|['http://d-nb.info/105211377X']|['(OColc)882502077']|['4014777-0', '4036774-5', '4130895-5', '4124854-5', '4195138-4']|['821.020923']|[]|['1015933270']|['820 Englische Literatur']

9783899713183|['980294614']|['http://d-nb.info/980294614']|['(OColc)180930628']|['4076418-7']|['616.08']|[]|['109984234']|['610 Medizin, Gesundheit']

9783862341238|['1052119980']|['http://d-nb.info/1052119980']|['(OColc)882502802']|['4027833-5', '4056723-0', '4076704-8']|['808.045109022']|[]|[]|['800 Literatur, Rhetorik, Literaturwissenschaft ; 940 Geschichte Europas']

9783862348244|['1052113702']|['http://d-nb.info/1052113702']|['(OColc)882502177']|['4024056-3', '7671722-7', '4049422-6']|['231.3071']|[]|['1013055187']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899716580|['993128645']|['http://d-nb.info/993128645']|[]|[]|[]|[]|[]|['610 Medizin, Gesundheit ; 150 Psychologie']

9783899717112|['993817807']|['http://d-nb.info/993817807']|['(OColc)423901348']|['4041316-0', '4020533-2', '4077347-4', '4011882-4', '4180102-7']|['943.0860712', '943.087']|['993817807/04']|['1067534962']|['943 Geschichte Deutschlands ; 320 Politik']

9783899714005|['985134984']|['http://d-nb.info/985134984']|['(OColc)239465875']|['4020832-1', '4056449-6', '4113748-6', '4035964-5', '4056449-6']|['809.933552']|['985134984/04']|[]|['400 Sprache, Linguistik ; 800 Literatur, Rhetorik, Literaturwissenschaft']

9783862340538|['1052047114']|['http://d-nb.info/1052047114']|['(OColc)882496215']|['4023118-5', '4214151-5', '4259256-2', '4033542-2', '4055898-8', '4124897-1', '4074335-4', '4214151-5', '4259256-2', '4033542-2', '4055898-8', '4124897-1']|['305.23508900943515']|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862341016|['1052090931']|['http://d-nb.info/1052090931']|['(OColc)882501126']|['4121653-2', '4045660-2', '4171303-5', '7651115-7', '4202962-4']|[]|[]|['1032416173']|['100 Philosophie']

9783899712100|['973400374']|['http://d-nb.info/973400374']|['(OColc)723111531']|['4123978-7', '4047089-1', '4632641-8']|[]|[]|[]|['230 Theologie, Christentum']

9783862348787|['1052113478']|['http://d-nb.info/1052113478']|['(OColc)882502170']|['4068038-1', '4010866-1', '4000626-8']|['709.49457209041']|[]|['122238389']|['700 Künste, Bildende Kunst allgemein']

9783899711943|['972559159']|['http://d-nb.info/972559159']|['(OColc)723398508']|['4047000-3', '4176263-0']|[]|['972559159/04']|['123420091']|['610 Medizin, Gesundheit']

9783899712964|['978528999']|['http://d-nb.info/978528999']|['(OColc)181544977']|['4057578-0']|[]|['978528999/04']|[]|['610 Medizin, Gesundheit']

9783899711981|['972819932']|['http://d-nb.info/972819932']|['(OColc)723481374']|['118572121', '4077308-5']|[]|[]|['122977947']|['230 Theologie, Christentum ; 130 Parapsychologie, Okkultismus ; 830 Deutsche Literatur']

9783899714487|['986435392']|['http://d-nb.info/986435392']|['(OColc)260041513']|['4011882-4', '4012985-8', '4071769-0', '4164948-5', '4113292-0', '4035964-5', '4020531-9', '4455454-0']|['943.0707243']|['986435392/04']|['12835707X']|['943 Geschichte Deutschlands ; 830 Deutsche Literatur ; 230 Theologie, Christentum']

9783899717242|['994711778']|['http://d-nb.info/994711778']|['(OColc)643510627']|['4011882-4', '4073889-9', '4033423-5', '4026596-1']|['346.43048']|['994711778/04']|['139353054']|['340 Recht ; 700 Künste, Bildende Kunst allgemein']

9783899718942|['1013359615']|['http://d-nb.info/1013359615']|['(OColc)760115521']|['4131753-1', '7541050-3', '4451062-7', '4011882-4', '4001276-1', '4162438-5']|['343.24072']|['1013359615/04']|['1032971681']|['340 Recht']

9783862340859|['1052091601']|['http://d-nb.info/1052091601']|['(OColc)882501202']|[]|[]|[]|[]|['400 Sprache, Linguistik']

9783899718195|['1008652180']|['http://d-nb.info/1008652180']|[]|[]|[]|[]|[]|['200 Religion, Religionsphilosophie']

9783899712148|['973633484']|['http://d-nb.info/973633484']|['(OColc)723177592']|['4011882-4', '4191193-3', '4026596-1', '4029788-3']|[]|['973633484/04']|['10089237X']|['340 Recht']

9783899713169|['980294592']|['http://d-nb.info/980294592']|['(OColc)219443870']|['4113292-0', '4035964-5', '4242471-9', '4195640-0']|[]|['980294592/04']|['132080109']|['830 Deutsche Literatur']

9783899718027|['100820711X']|['http://d-nb.info/100820711X']|['(OColc)724584617']|['118578626', '4011413-2', '4059787-8', '4139717-4']|['321.8092']|['100820711X/04']|['143604511']|['320 Politik ; 940 Geschichte Europas']

9783862349418|['1052120474']|['http://d-nb.info/1052120474']|['(OColc)882502698']|['4015701-5', '4049396-9', '4020588-5', '4048737-4']|['201.7094']|[]|[]|['200 Religion, Religionsphilosophie ; 300 Sozialwissenschaften, Soziologie, Anthropologie ; 340 Recht']

9783862340279|['1052046819']|['http://d-nb.info/1052046819']|['(OColc)882496160']|['4011882-4', '4336721-5']|[]|[]|['108073920']|['340 Recht']

9783899719604|['1019042818']|['http://d-nb.info/1019042818']|['(OColc)854832921']|['4019702-5', '4046514-7', '4027274-6']|['303.3072']|['1019042818/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 320 Politik ; 940 Geschichte Europas']

9783899713121|['97933568X']|['http://d-nb.info/97933568X']|['(OColc)237143627']|['4066559-8', '4509413-5']|['001.2']|['97933568X/04']|[]|['000 Allgemeines, Wissenschaft']

9783899719857|['1020632933']|['http://d-nb.info/1020632933']|['(OColc)864533407', '(OColc)864533395']|['2024735-7']|['340.071143613']|['1020632933/04']|[]|['340 Recht']

9783862349944|['1052126944']|['http://d-nb.info/1052126944']|['(OColc)882503303']|['4028614-9', '4035964-5', '4114087-4', '4012089-2', '4383445-0', '4026482-8']|['839.109']|[]|['123892880']|['839 Literatur in anderen germanischen Sprachen']

9783899718737|['1045578657']|['http://d-nb.info/1045578657']|['(OColc)867165825']|[]|[]|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899719017|['1013866002']|['http://d-nb.info/1013866002']|['(OColc)759534254']|['118622692', '4059758-1', '4049716-1', '4153261-2']|['268.84092']|['1013866002/04']|['1016003897']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899713053|['981519504']|['http://d-nb.info/981519504']|['(OColc)180960615']|[]|[]|[]|[]|[]

9783899717945|['102328958X']|['http://d-nb.info/102328958X']|['(OColc)801775994']|['4113615-9', '4167855-2', '4114056-4', '4167855-2', '109012836']|['840.9351', '850.9351']|['102328958X/04']|[]|['840 Französische Literatur ; 850 Italienische, rumänische, rätoromanische Literatur']

9783899718638|['1014093961']|['http://d-nb.info/1014093961']|['(OColc)750883989']|['4011882-4', '4017801-8', '4200586-3']|['365.64094309']|['1014093961/04']|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 340 Recht ; 943 Geschichte Deutschlands']

9783899715231|['990829707']|['http://d-nb.info/990829707']|['(OColc)644459645']|['4008240-4', '4134262-8', '4027274-6']|['320.014']|['990829707/04']|[]|['320 Politik']

9783862349869|['1052125018']|['http://d-nb.info/1052125018']|['(OColc)882502945']|[]|[]|[]|['188262245']|['820 Englische Literatur']

9783899713107|['979335930']|['http://d-nb.info/979335930']|['(OColc)238552348']|['4170207-4', '4033422-3']|['700.458']|['979335930/04']|[]|['700 Künste, Bildende Kunst allgemein ; 800 Literatur, Rhetorik, Literaturwissenschaft']

9783899715774|['993316840']|['http://d-nb.info/993316840']|['(OColc)466106575']|['119248727', '118757199', '119248727', '118757199', '4011882-4', '4122135-7', '4128969-9', '4014770-8']|['230.3092']|['993316840/04']|[]|['230 Theologie, Christentum']

9783899718775|['1011121786']|['http://d-nb.info/1011121786']|['(OColc)725120350']|['4015701-5', '4033542-2']|['940.2']|['1011121786/04']|[]|['940 Geschichte Europas']

9783899711585|['970426127']|['http://d-nb.info/970426127']|['(OColc)723095374']|['4131753-1', '4511409-2', '4451062-7', '4011882-4', '4009006-1', '4034013-2']|[]|[]|['129249823']|['340 Recht']

9783899714418|['986382523']|['http://d-nb.info/986382523']|['(OColc)521473481']|[]|[]|['986382523/04']|[]|['780 Musik']

9783899711554|['970118325']|['http://d-nb.info/970118325']|['(OColc)723016641']|['4011882-4', '4063270-2', '4069008-8', '4078704-7', '4128274-7', '4538841-6', '4011882-4', '4063270-2', '4069008-8', '4078704-7', '4128274-7', '4719073-5']|[]|['970118325/04']|['114118280']|['340 Recht']

9783899716962|['993612695']|['http://d-nb.info/993612695']|['(OColc)423896965']|['118584944', '4012899-4', '4041316-0', '4061672-1', '4011890-3', '4033581-1', '118594648', '4011889-7', '4046587-1', '4041316-0', '4061672-1']|['832.914', '792.1409046']|['993612695/04']|['138482012']|['830 Deutsche Literatur ; 792 Theater, Tanz']

9783899711301|['968512747']|['http://d-nb.info/968512747']|['(OColc)723145624']|['4039687-3', '4035964-5', '4372433-4']|[]|['968512747/04']|[]|['830 Deutsche Literatur']

9783899717341|['995683514']|['http://d-nb.info/995683514']|['(OColc)492237607']|['4113292-0', '4036774-5', '4113292-0', '4036774-5', '4046449-0']|['831.009']|['995683514/04']|['12188211X']|['830 Deutsche Literatur']

9783899718386|['1010500589']|['http://d-nb.info/1010500589']|['(OColc)753057272', '(OColc)725003812']|['4011882-4', '4030550-8', '4117293-0', '4278357-4', '4217368-1', '4078570-1', '4127097-6']|['346.430172']|['1010500589/04']|['132929848']|['340 Recht']

9783899715804|['993077854']|['http://d-nb.info/993077854']|[]|[]|[]|[]|[]|['700 Künste, Bildende Kunst allgemein ; 150 Psychologie']

9783862340118|['1052115640']|['http://d-nb.info/1052115640']|['(OColc)882502222']|['4011882-4', '4044747-9', '4281799-7', '4063359-7']|[]|[]|['12924970X']|['340 Recht']

9783862340361|['1052046436']|['http://d-nb.info/1052046436']|['(OColc)882496113']|['4023025-9', '4041316-0', '4079262-6', '4006804-3', '4020527-7']|['324.24307509220943184809045']|[]|['122889789']|['320 Politik']

9783899716887|['1008207004']|['http://d-nb.info/1008207004']|['(OColc)748680040']|['118508210', '7744360-3', '118508210', '4846114-3', '4001236-0', '4075159-4', '4605581-2']|['832.912']|['1008207004/04']|['1011233134']|['830 Deutsche Literatur']

9783899713701|['982620160']|['http://d-nb.info/982620160']|['(OColc)180723301']|['7570637-4', '4029456-0', '4013960-8', '4070334-4']|['071.108931']|['982620160/04']|['121995933']|['070 Nachrichtenmedien, Journalismus, Verlagswesen']

9783899715576|['995096309']|['http://d-nb.info/995096309']|['(OColc)501317798']|['4028808-0', '4028871-7']|['305.23088829609041']|['995096309/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899711776|['971908206']|['http://d-nb.info/971908206']|['(OColc)723096618']|['4001420-4', '4122907-1', '4076308-0']|[]|['971908206/04']|['129324051']|['610 Medizin, Gesundheit']

9783899717525|['996598677']|['http://d-nb.info/996598677']|['(OColc)659772807']|['118559796', '4048821-4', '4184149-9', '4132367-1']|['341.26']|['996598677/04']|['11140214X']|['340 Recht']

9783899718409|['101074061X']|['http://d-nb.info/101074061X']|['(OColc)725046607']|['118577166', '4306270-2', '118577166', '4099301-2', '118577166', '4099300-0', '4259674-9']|['833.912']|['101074061X/04']|['1013902866']|['830 Deutsche Literatur']

9783899711745|['971908834']|['http://d-nb.info/971908834']|['(OColc)249426916']|['4030736-0', '4040843-7']|[]|[]|[]|['780 Musik ; 230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899715439|['991398246']|['http://d-nb.info/991398246']|['(OColc)724047229']|['4011890-3', '4035964-5', '4200793-8', '4075753-5']|['809.93358']|['991398246/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899713817|['983816859']|['http://d-nb.info/983816859']|['(OColc)180742378']|['4067703-5', '4020588-5', '4138430-1', '4055891-5']|['289.92']|['983816859/04']|['12218422X']|['230 Theologie, Christentum ; 300 Sozialwissenschaften, Soziologie, Anthropologie ; 150 Psychologie']

9783899719512|['101760858X']|['http://d-nb.info/101760858X']|['(OColc)779627311']|['118595164', '4053125-9', '4022600-1', '4000626-8', '4015602-3']|['186.4']|['101760858X/04']|['1020089695']|['100 Philosophie']

9783899717808|['999659812']|['http://d-nb.info/999659812']|['(OColc)822887673']|['4039687-3', '4160341-2', '4205605-6', '4075159-4']|['831.0320915']|['999659812/04']|[]|['830 Deutsche Literatur']

9783899713954|['985720808']|['http://d-nb.info/985720808']|['(OColc)188237590']|['4011882-4', '4121812-7', '4188119-9', '4127885-9', '4187680-5']|['345.430242']|['985720808/04']|['133528421']|['340 Recht']

9783899719697|['1019448172']|['http://d-nb.info/1019448172']|['(OColc)812179821']|['4011882-4', '4013021-6', '124811817']|['943.0860922', '929.20943']|['1019448172/04']|['115552413']|['943 Geschichte Deutschlands ; 920 Biografie, Genealogie, Heraldik']

9783899715842|['993078095']|['http://d-nb.info/993078095']|[]|[]|[]|[]|[]|['340 Recht']

9783899716122|['993078060']|['http://d-nb.info/993078060']|[]|[]|[]|[]|[]|[]

9783899712292|['974445231']|['http://d-nb.info/974445231']|['(OColc)181448609']|[]|[]|[]|[]|['340 Recht']

9783899718744|['1012310922']|['http://d-nb.info/1012310922']|['(OColc)775318811']|['121401030']|['831.914']|['1012310922/04']|[]|['830 Deutsche Literatur']

9783899716047|['993078354']|['http://d-nb.info/993078354']|[]|[]|[]|[]|[]|['830 Deutsche Literatur']

9783899714050|['985031921']|['http://d-nb.info/985031921']|['(OColc)214362800']|['118546228', '4113852-1', '4114051-5', '4523125-4', '4125655-4', '4311101-4', '118619284', '4137054-5', '4114051-5', '4523125-4', '4125655-4', '4311101-4', '119127687', '4327423-7', '4114051-5', '4523125-4', '4125655-4', '4311101-4']|['831.03209352']|['985031921/04']|['134053087']|['830 Deutsche Literatur']

9783899712131|['973588802']|['http://d-nb.info/973588802']|['(OColc)254122454']|['4079553-6']|[]|[]|['120487918']|['943 Geschichte Deutschlands']

9783899713961|['984873503']|['http://d-nb.info/984873503']|['(OColc)180876902']|['4011882-4', '4019956-3', '4129331-9', '4031881-3']|['342.4309']|['984873503/04']|[]|['340 Recht']

9783899712599|['976499126']|['http://d-nb.info/976499126']|['(OColc)181481933']|['4011882-4', '4026596-1', '4006340-9']|[]|['976499126/04']|['130523399']|['340 Recht']

9783899714715|['988159058']|['http://d-nb.info/988159058']|['(OColc)244067290']|['4028859-6', '4049428-7', '4153261-2']|['200.83']|['988159058/04']|['129618128']|['200 Religion, Religionsphilosophie ; 230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']
